source_file,workbook,sheet,Drop Down,Drop Down.1,Drop Down.2,Drop Down.3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Drop Down.4,Drop Down.5,251031 - added column from Synthetics,251031 - added column from Synthetics .1,251031 - added column from Synthetics .2,CMC #,Stage Gate/Milestones,Abbreviation & Nomenclature,Definition,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Value Stream,Functional Area of Responsibility,Contact,Person,Specialty,Unnamed: 8
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,0,Entry in ED (C&GT),CMC Leadership (CMC-L),,CMC team Assignments - confirm SIs  6 months prior to NME declaration,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,0,Entry in ED (C&GT),CMC Leadership (CMC-L),, Target Molecule Profile developed ,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,0,Entry in ED (C&GT),CMC Leadership (CMC-L),,Critical Questions exercise to be initiated (CMC Team to lead with attendees from Discovery) and documented in the Risk Register.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,0,Entry in ED (C&GT),CMC Leadership (CMC-L),,"Recommend adding SG 0 for CMCRA - Defining the CGT Raw Material and Starting Material Sourcing Strategy (e.g. Plasmids & Vectors, Cell line, Excipients, IP/licensing considerations e.g. Japan)",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,0,Entry in ED (C&GT),CMC Leadership (CMC-L),,Donor material - alignment to US/EU donor testing requirements  need to have discussion whether its autologous or allogenic,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,0,Entry in ED (C&GT),Discovery,,Knowledge transfer from the above IPSC (Discovery to BTDS). ,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,0,Entry in ED (C&GT),Discovery,,IPSC Meetings completed  for  knowledge transfer from Discovery.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,0,Entry in ED (C&GT),Material Sciences (MS),,"In collaboration with TD, CLD, API, DPD and EQ complete material and supplier selection on new raw materials and ensure representative raw materials are used in early development and leading into Early Look Material (ELM), non-GLP and GLP tox batches.  ",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Analytical Development (AD),,"Evaluate program fit to platform methods with PAS input, identify non-platform needs and add to risk register.",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Analytical Development (AD),,Complete early characterization data review from DAS Committee  (or L&A external partner) and ensure risks are identified and mitigation plans developed.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Analytical Development (AD),,"DAS Committee  has  reported knowledge of Mechanism of Action at time of NME designation.  Gaps are acceptable when documented in the risk register and accompanied by commitment (Therapeutics  Discovery (TD), TA) to fill them by SG 4. Level 1 Governance and BCC will work with CMC Team to monitor progress on closing MoA gaps at SG discussions between SG 1 – SG 4. (work in progress) ",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Analytical Development (AD),,"Confirm that sampling plans have been set up such that (non-clinical) needs and  BTDS/PSTS/TD sample needs (i.e. reference materials, development activities) and analytical needs are met.",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,API (Cell & Gene),,"Confirm that sampling plans have been set up such that (non-clinical) needs and  BTDS/PSTS/TD sample needs (i.e. reference materials, development activities) and analytical needs are met.",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,API (Cell & Gene),,"EHS Requirement:  Develop default SDS, Confirm default API PBOEL HHC Category Determine the Risk Group (RG) and appropriate Biosafety Level (BSL); Initiate regulated substances impact - as applicable (see EHS tab for contacts); ERA categorical exclusion  (USA IND)",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,API (Cell & Gene),,EHS Requirement: Supplier & Contractor assessment (evaluate if needed),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,API (Cell & Gene),,Ph2b/Ph3/commercial manufacturing cell line available (applicable for Lenti Vector & other Gene Therapies),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,API (Cell & Gene),,Early Phase Plasmid/Master Virus Bank has been identified (if applicable),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,API (Cell & Gene),,IND ready/Full GMP plasmids and/or pre-MVB released (if applicable),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,API (Cell & Gene),,Confirm early phase manufacturing process is equivalent to the Discovery Mfg. process (CAR-T & other Gene Therapies),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,API (Cell & Gene),,"Engage Material Sciences (MS) on any potential off-platform materials and selecting raw material suppliers, as needed.",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,API (Cell & Gene),,Secure early development sourcing decision from sourcing committee.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,API (Cell & Gene),,Sourcing options identified for ENG/Ph1 from sourcing committee (incl vector and plasmid.),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Clinical Supply Chain (CSC),,"CAR-T IP platform: Assessment completed on CAR-T IP Vein to vein  specific requirements - Logistic, CPCC, COC/COI, Systems and identification of long lead times risking readiness for Stage 2.",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,Clinical Supply Chain (CSC),,"Set up End-to-end planning and meeting, including sourcing/capacity assessment and risks",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,Ph1/2 mfg. Readiness and Preliminary Phase 2b/3 Sourcing Assessment,Clinical Supply Chain (CSC),,Ensure overall CSC FTE and OOP budget compound and study level in place,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,CMC Leadership (CMC-L),,"Define CRITICAL QUESTIONS based on information available in the initial TPP, criticality analysis and molecule properties from Discovery, DAS Committee  or external partner (L&A). Gaps in knowledge of mechanism of action or mechanism of toxicity could be considered for critical questions. Note when CQAs are linked to gaps in knowledge of Mechanism of Action or Mechanism of Toxicity; as gaps are closed by TA and/or Biotech CoE, method development can begin.",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,CMC Leadership (CMC-L),,"Confirm that sampling plans have been set up such that (non-clinical) needs and BTDS/PSTS/TD sample needs (i.e. reference materials, development activities) and analytical needs are met.",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,CMC Leadership (CMC-L),,Developability assessment report reviewed (if applicable).,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,CMC Leadership (CMC-L),,Ph1 TT project team kick-off.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,CMC Leadership (CMC-L),,"Initial/Early development TPP-CMC created & approved by CMC Council, GSM, TA.",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,CMC Leadership (CMC-L),,Develop CMC Risk Register.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,CMC Leadership (CMC-L),,Stage 1 CMC Council presentation completed.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,CMC Leadership (CMC-L),,Initiate Criticality Analysis.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,CMC Leadership (CMC-L),,"Define the need for  placebo, define the  strategy for placebo production (e.g., product-specific?). Define which  attributes need to be blinded.",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,CMC Leadership (CMC-L),,Review and support Global GMO Strategy initiated by GMO group ,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,CMC Leadership (CMC-L),,Review Global Import/Export Strategy (e.g. Autologous CAR-T and LV),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,CMC Regulatory Affairs (RA),,Regulatory Implementation Strategy defined based on global development strategy,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,CMC Regulatory Affairs (RA),,"Support proposals for Health Authority engagement (e.g. Scientific Advice, FDA pre IND meetings, INTERACT)",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,CMC Regulatory Affairs (RA),,Review and support Global GMO Strategy initiated by GMO group ,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,CMC Regulatory Affairs (RA),,Review Global Import/Export Strategy (e.g. Autologous CAR-T and LV),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,CMC Regulatory Affairs (RA),,Identification of regulatory risks and mitigations ,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Combination Products  Development Process (CPDP),,CPDP Portfolio Management & Concept Feasibility Stage (Concludes concurrently with End of Stage 4 CMC),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Combination Products  Development Process (CPDP),,"Device options for tox, phase1/2a, if applicable [Pack & Dev]  ",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Combination Products  Development Process (CPDP),,Readiness for the Combo Product and/or labs (Initial Purchasing Controls)- Supplier and Contractor Audit [If applicable],,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Combination Products  Development Process (CPDP),,Readiness for the Combo Product and/or labs (Initial Purchasing Controls)- Device Quality Agreement (Supplier/Manufacturer) [If applicable],,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Combination Products  Development Process (CPDP),,Readiness for the Combo Product and/or labs (Initial Purchasing Controls)-  Device Testing Quality Agreement (Lab to Lab),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Combination Products  Development Process (CPDP),,"Readiness for the Combo Product and/or labs (Initial Purchasing Controls)-  Device Quality Agreement (Device component, device itself and Purchasing Control/ for Combo    Products)",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Combination Products  Development Process (CPDP),,"Readiness for the Combo Product and/or labs (Initial Purchasing Controls)-  Spec for Immediate(Primary) Container Packaging Materials (i.e. Syringe, and Vial w/stopper)",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Combination Products  Development Process (CPDP),,Readiness for the Combo Product and/or labs (Initial Purchasing Controls)-  Third Party  (Design Partner) Design Control Audit Report (If Applicable),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Drug Product Development & Delivery (DPD&D),,Perform formulation screening of pre-NME candidates for the vector and Cell therapy candidate & review the data package for NME declaration,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Drug Product Development & Delivery (DPD&D),,Endorse plan for DP manufacturing process & formulation in support of initial clinical,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Drug Product Development & Delivery (DPD&D),,Secure early development sourcing decision from sourcing committee.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Drug Product Development & Delivery (DPD&D),,Evaluate stability and dosage prep/compatibility requirements versus the early development TPP and identify risks and mitigations.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Drug Product Development & Delivery (DPD&D),,"Confirm that a Formulation lock is in place before GLP-Tox / Phase 1 batches are produced (to enable appropriate Early Reference Material coverage, enable Analytical Method Development and enable Cleaning Validation).",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Drug Product Development & Delivery (DPD&D),,Sourcing of reference materials aligned across Functional lines,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Drug Product Development & Delivery (DPD&D),,Clinical Primary Component Specifications initiated. ,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Drug Product Development & Delivery (DPD&D),,Clinical Container Closure System Suitability Assessment initiated.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Drug Product Development & Delivery (DPD&D),,Evaluation of platform approach for early phase container closure selection per TV-TRG-08576,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,JSC Value Chain Management (VCLs),,"Provide early supply chain input as needed (COGS estimates - based on Pharmaceutical Valuation Guideline (PVG), capacity analysis, sourcing options).",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Material Sciences (MS),,"Ensure raw material compendial compliance (e.g., USP-NF, Ph. Eur., JP, ChP) as applicable to meet IND/IMPD control of raw materials.",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,1,NME Selection,Material Sciences (MS),,"CMO Tech Transfer / Internal site engagement and on-boarding  for introduction of Ph1/2a raw material requirements controls (selection, qualification, release testing specifications and analytical methods) as soon as able based on site selection decision and legal/business requirements (as applicable) and include in business contracts (SOWs). Critical review of CMO material qualification, methods, specifications and change management practices for raw materials.  Alignment of CMO to Janssen standards and expectations for overall material qualification and controls.",,,,,,,,,,,,,,,,,,,,,
